,artist,date,genre,style,title,filename,20,res_all,res_fc,vgg_all,vgg_fc,vgg_last,res_all_acc,res_fc_acc,vgg_all_acc,vgg_fc_acc,vgg_last_acc,all_true
6561,Ivan Shishkin,1884,landscape,Realism,Fir forest in winter,30116.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1920-1939,1960-1979,False,False,True,False,False,False
6562,Paul Jacoulet,1942,genre painting,Ukiyo-e,Dans La Loge Officielle,55272.jpg,1940-1959,1940-1959,1980-1999,1940-1959,1940-1959,1920-1939,True,False,True,True,False,False
6563,Louis Comfort Tiffany,1905,design,Art Nouveau (Modern),Window with sunrise in the forest in spring,48009.jpg,1900-1919,1900-1919,1980-1999,1900-1919,1900-1919,1940-1959,True,False,True,True,False,False
6564,Henri Matisse,1919,genre painting,Expressionism,Young Women in the Garden,48290.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,1880-1899,True,True,True,False,False,False
6565,Eugene von Guerard,1865,landscape,Romanticism, Australian Landscapes ,61737.jpg,1860-1879,1940-1959,1900-1919,1920-1939,1920-1939,1940-1959,False,False,False,False,False,False
6566,Georges Braque,1912,still life,Analytical Cubism,Glasses and Bottle,83839.jpg,1900-1919,1960-1979,1920-1939,1940-1959,1900-1919,1940-1959,False,False,False,True,False,False
6567,Heorhiy Narbut,1916,flower painting,Art Nouveau (Modern),Roses,99168.jpg,1900-1919,1920-1939,1940-1959,1940-1959,1960-1979,1940-1959,False,False,False,False,False,False
6568,Ivan Generalic,1942,landscape,Naïve Art (Primitivism),Winter ,80722.jpg,1940-1959,1880-1899,1900-1919,1880-1899,1920-1939,1860-1879,False,False,False,False,False,False
6569,Akira Kanayama,1957,abstract,Art Informel,Work,96644.jpg,1940-1959,1940-1959,1940-1959,1960-1979,1960-1979,1940-1959,True,True,False,False,True,False
6570,James McNeill Whistler,1871,landscape,Tonalism,"Nocturne, Blue and Silver: Chelsea",60366.jpg,1860-1879,1900-1919,1980-1999,1900-1919,1900-1919,1860-1879,False,False,False,False,True,False
6571,Albert Anker,1885,genre painting,Realism,Hohes Alter II (alte Frau sich aufwärmend),24179.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1880-1899,1880-1899,False,False,True,True,True,False
6572,William Merritt Chase,1900,portrait,Impressionism,"Portrait of Helen, Daughter of the Artist",77274.jpg,1900-1919,1900-1919,1880-1899,1900-1919,1900-1919,1880-1899,True,False,True,True,False,False
6573,Boris Kustodiev,1915,nude painting (nu),,Beauty ,81408.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,True,True,True,False,True,False
6574,Suzanne Duchamp,1920,,Dada,Radiation of Two Lone Ones at a Distance,92308.jpg,1920-1939,1940-1959,1920-1939,1920-1939,1900-1919,1920-1939,False,True,True,False,True,False
6575,Marevna (Marie Vorobieff),1948,portrait,Cubism,Peasant Woman with chicken,34199.jpg,1940-1959,1940-1959,1940-1959,1900-1919,1940-1959,1920-1939,True,True,False,True,False,False
6576,Sophie Taeuber-Arp,1917,abstract,Abstract Art,Elementary Forms,64570.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,1980-1999,True,True,False,True,False,False
6577,Juan Gris,1920,still life,Cubism,Carafe and Book,28601.jpg,1920-1939,1900-1919,1920-1939,1920-1939,1900-1919,1940-1959,False,True,True,False,False,False
6578,Kuzma Petrov-Vodkin,1922,design,Symbolism,"Sketch of makeup for Satan to ""Diary of Satan"" (by L. Andreev) ",55363.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1880-1899,True,False,True,True,False,False
6579,Jacob Lawrence,1946,genre painting,Social Realism,War Series: Another Patrol,74966.jpg,1940-1959,1900-1919,1920-1939,1940-1959,1920-1939,1920-1939,False,False,True,False,False,False
6580,M.C. Escher,1935,marina,Surrealism,"Sengela, Malta",44453.jpg,1920-1939,1880-1899,1900-1919,1920-1939,1920-1939,1920-1939,False,False,True,True,True,False
6581,Pyotr Konchalovsky,1951,landscape,Post-Impressionism,"Lake Hepoyarvi, Bathing",27031.jpg,1940-1959,1880-1899,1900-1919,1940-1959,1960-1979,1980-1999,False,False,True,False,False,False
6582, Wassily Kandinsky,1909,landscape,Expressionism,Landscape with a steam locomotive,87027.jpg,1900-1919,1900-1919,1900-1919,1940-1959,1900-1919,1960-1979,True,True,False,True,False,False
6583,Yiannis Tsaroychis,1965,portrait,Expressionism,"Two men with butterfly wings , black shoes",52569.jpg,1960-1979,1920-1939,1920-1939,1920-1939,1920-1939,1900-1919,False,False,False,False,False,False
6584,Lesser Ury,1920,genre painting,Impressionism,Mutter mit Kind auf einer Strassenkreuzung,49590.jpg,1920-1939,1880-1899,1900-1919,1880-1899,1860-1879,1900-1919,False,False,False,False,False,False
6585,John Singer Sargent,1900,portrait,Realism,Dorothy,1075.jpg,1900-1919,1880-1899,1900-1919,1860-1879,1880-1899,1880-1899,False,True,False,False,False,False
6586,Helene Schjerfbeck,1943,portrait,Expressionism,Nurse I (Kaija Lahtinen),93731.jpg,1940-1959,1940-1959,1900-1919,1880-1899,1920-1939,1920-1939,True,False,False,False,False,False
6587,Lucian Grigorescu,1946,cityscape,Post-Impressionism,Bucharest Landscape,95149.jpg,1940-1959,1920-1939,1900-1919,1920-1939,1860-1879,1880-1899,False,False,False,False,False,False
6588,Marc Chagall,1965,sketch and study,Surrealism,Song of Songs V,68126.jpg,1960-1979,1920-1939,1960-1979,1860-1879,1960-1979,1940-1959,False,True,False,True,False,False
6589,Dante Gabriel Rossetti,1870,portrait,Romanticism,Silence,27809.jpg,1860-1879,1900-1919,1900-1919,1880-1899,1880-1899,1920-1939,False,False,False,False,False,False
6590,John Singer Sargent,1908,marina,Impressionism,White Ships,23027.jpg,1900-1919,1900-1919,1900-1919,1880-1899,1940-1959,1860-1879,True,True,False,False,False,False
6591,Camille Bryen,1973,abstract,Tachisme,Untitled #753,48716.jpg,1960-1979,1960-1979,1980-1999,1960-1979,1960-1979,1980-1999,True,False,True,True,False,False
6592,Georges Valmier,1924,,Cubism,Flowers and Fruit,51300.jpg,1920-1939,1920-1939,1940-1959,1920-1939,1920-1939,1920-1939,True,False,True,True,True,False
6593,Ernst Ludwig Kirchner,1932,genre painting,Expressionism,Arcrobats,41255.jpg,1920-1939,1900-1919,1900-1919,1900-1919,1920-1939,1920-1939,False,False,False,True,True,False
6594,Augustus John,1911,portrait,Post-Impressionism,Head of Dorelia McNeill,92296.jpg,1900-1919,1920-1939,1920-1939,1920-1939,1900-1919,1920-1939,False,False,False,True,False,False
6595,Georges Seurat,1883,landscape,Impressionism,Clothes on the Grass,67263.jpg,1880-1899,1880-1899,1900-1919,1860-1879,1880-1899,1880-1899,True,False,False,True,True,False
6596,Gustave Courbet,1865,landscape,Realism,"Landscape near Puits Noir, near Ornans",3743.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,1860-1879,True,True,True,True,True,True
6597,John William Waterhouse,1891,genre painting,Romanticism,A Roman Offering,55976.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1880-1899,1860-1879,False,False,True,True,False,False
6598,Giorgio Morandi,1931,still life,Magic Realism,Still life with vases on a table,28588.jpg,1920-1939,1940-1959,1940-1959,1900-1919,1940-1959,1940-1959,False,False,False,False,False,False
6599,Fyodor Vasilyev,1873,landscape,Realism,Crimea. Yalta,43242.jpg,1860-1879,1900-1919,1900-1919,1880-1899,1880-1899,1880-1899,False,False,False,False,False,False
6600,Fyodor Vasilyev,1870,landscape,Realism,Rye,71948.jpg,1860-1879,1900-1919,1900-1919,1880-1899,1880-1899,1860-1879,False,False,False,False,True,False
6601,Maurice Prendergast,1907,genre painting,Post-Impressionism,"On the Beach, St. Malo",6173.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1960-1979,True,True,True,True,False,False
6602,Stanley Spencer,1947,landscape,Neo-Romanticism,Garden Study,34305.jpg,1940-1959,1880-1899,1900-1919,1860-1879,1860-1879,1900-1919,False,False,False,False,False,False
6603,Ilya Repin,1869,religious painting,Realism,Calvary (Crucifixion),46918.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1880-1899,1960-1979,False,False,False,False,False,False
6604,Luc-Olivier Merson,1889,allegorical painting,Symbolism,Fame ,100639.jpg,1880-1899,1900-1919,1920-1939,1920-1939,1860-1879,1920-1939,False,False,False,False,False,False
6605,Dorothy Lathrop,1929,illustration,Art Nouveau (Modern),HITTY by Rachel Field 4,63021.jpg,1920-1939,1920-1939,1980-1999,1920-1939,1900-1919,1920-1939,True,False,True,False,True,False
6606,Julius LeBlanc Stewart,1886,genre painting,Realism,Full Speed,68625.jpg,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,1900-1919,False,False,True,True,False,False
6607,Paul Klee,1933,landscape,Expressionism,"Fire, Full Moon",14233.jpg,1920-1939,1920-1939,1920-1939,1940-1959,1920-1939,1960-1979,True,True,False,True,False,False
6608,Olga Rozanova,1915,still life,Cubism,Workbox,84784.jpg,1900-1919,1900-1919,1920-1939,1900-1919,1900-1919,1900-1919,True,False,True,True,True,False
6609,Maki Haku,1967,abstract,Sōsaku hanga,Poem Q,36674.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1960-1979,1920-1939,True,True,True,True,False,False
6610,Arkhip Kuindzhi,1887,landscape,Impressionism,The Crimea. The Southern Shore,69188.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
6611,Zao Wou-Ki,1956,abstract,Art Informel,Untitled,34777.jpg,1940-1959,1940-1959,1980-1999,1960-1979,1880-1899,1880-1899,True,False,False,False,False,False
6612,Edvard Munch,1935,genre painting,Expressionism,The Lonely Ones,1379.jpg,1920-1939,1920-1939,1940-1959,1880-1899,1900-1919,1940-1959,True,False,False,False,False,False
6613,Theo van Doesburg,1931,abstract,Abstract Art,Composition,83062.jpg,1920-1939,1920-1939,1980-1999,1940-1959,1940-1959,1920-1939,True,False,False,False,True,False
6614,Kathe Kollwitz,1901,genre painting,Expressionism,The Carmagnole (Dance Around the Guillotine) ,29527.jpg,1900-1919,1880-1899,1900-1919,1860-1879,1860-1879,1920-1939,False,True,False,False,False,False
6615,Sanyu,1930,landscape,,Plum Blossoms,80610.jpg,1920-1939,1900-1919,1980-1999,1920-1939,1900-1919,1900-1919,False,False,True,False,False,False
6616,David Alfaro Siqueiros,1971,allegorical painting,Muralism,The March of Humanity,97934.jpg,1960-1979,1920-1939,1900-1919,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
6617,Mark Rothko,1969,abstract,Color Field Painting,Untitled (Red and Orange on Salmon),81697.jpg,1960-1979,1960-1979,1980-1999,1960-1979,1960-1979,1940-1959,True,False,True,True,False,False
6618,Alexandre Benois,1897,,Post-Impressionism,At the pool of Ceres,70093.jpg,1880-1899,1860-1879,1900-1919,1920-1939,1900-1919,1920-1939,False,False,False,False,False,False
6619,Frederick McCubbin,1911,landscape,Impressionism,Violet and gold,27804.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1880-1899,1860-1879,False,True,True,False,False,False
6620,Constantin Guys,1891,genre painting,Realism,Two Women,36096.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1900-1919,1900-1919,True,False,False,False,False,False
6621,Jean Fautrier,1927,still life,Abstract Art,Le lilas blanc,58010.jpg,1920-1939,1900-1919,1900-1919,1960-1979,1880-1899,1860-1879,False,False,False,False,False,False
6622,Charles Bell,1982,still life,Photorealism,Marbles VIII,69658.jpg,1980-1999,1900-1919,1980-1999,1900-1919,1960-1979,1860-1879,False,True,False,False,False,False
6623,Abraham Manievich,1925,cityscape,Fauvism,Untitled,99963.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1960-1979,True,False,True,True,False,False
6624,Gustavo Foppiani,1960,religious painting,Surrealism,L'Angelo Cattivo Suona alla tua Sinistra,52046.jpg,1960-1979,1940-1959,1980-1999,1940-1959,1940-1959,1940-1959,False,False,False,False,False,False
6625,Pierre-Auguste Renoir,1900,portrait,Impressionism,Woman and Child,55931.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,1880-1899,True,True,True,False,False,False
6626,Theodor Severin Kittelsen,1892,illustration,Neo-Romanticism,Witch,97353.jpg,1880-1899,1880-1899,1900-1919,1920-1939,1880-1899,1920-1939,True,False,False,True,False,False
6627,Sir Lawrence Alma-Tadema,1896,genre painting,Romanticism,The Colosseum,22600.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
6628,Boris Kustodiev,1917,self-portrait,Realism,Self Portrait ,28247.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1920-1939,True,True,True,True,False,False
6629,Camille Bryen,1952,abstract,Tachisme,Tellurie,94189.jpg,1940-1959,1960-1979,1900-1919,1940-1959,1900-1919,1940-1959,False,False,True,False,True,False
6630,Ion Theodorescu-Sion,1919,genre painting,Post-Impressionism,Woman in the Park,99255.jpg,1900-1919,1920-1939,1900-1919,1900-1919,1920-1939,1860-1879,False,True,True,False,False,False
6631,Ilya Repin,1892,portrait,Realism,Portrait of Sidor Shavrov,101582.jpg,1880-1899,1860-1879,1900-1919,1920-1939,1880-1899,1880-1899,False,False,False,True,True,False
6632,Julius Bissier,1923,still life,Verism,Scatola rossa con astuccio per occhiali ,94567.jpg,1920-1939,1920-1939,1960-1979,1920-1939,1920-1939,1960-1979,True,False,True,True,False,False
6633,Martiros Saryan,1958,landscape,Symbolism,Ararat,20917.jpg,1940-1959,1900-1919,1900-1919,1920-1939,1900-1919,1940-1959,False,False,False,False,True,False
6634,Oleksandr Bogomazov,1914,abstract,Cubo-Futurism,Abstraction,90906.jpg,1900-1919,1940-1959,1920-1939,1920-1939,1940-1959,1900-1919,False,False,False,False,True,False
6635,Alfred Wallis,1936,marina,Naïve Art (Primitivism),Schooner under the Moon ,7439.jpg,1920-1939,1920-1939,1900-1919,1860-1879,1920-1939,1900-1919,True,False,False,True,False,False
6636,Vasily Surikov,1913,cityscape,Realism,View of Kremlin,75521.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,True,True,True,True,False,False
6637,John Ruskin,1873,landscape,Romanticism,Self Portrait with Blue Neckcloth ,76406.jpg,1860-1879,1920-1939,1980-1999,1900-1919,1900-1919,1940-1959,False,False,False,False,False,False
6638,William Merritt Chase,1901,portrait,Realism,"Girl in White, aka Portrait of Irene Dimock",41214.jpg,1900-1919,1860-1879,1880-1899,1880-1899,1900-1919,1900-1919,False,False,False,True,True,False
6639,Edvard Munch,1912,landscape,Expressionism,"Winter, Kragero",56849.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,True,True,True,True,True,True
6640,Ernst Ludwig Kirchner,1936,landscape,Expressionism,At the Forest Edge,6232.jpg,1920-1939,1920-1939,1980-1999,1920-1939,1940-1959,1980-1999,True,False,True,False,False,False
6641,Claude Monet,1918,flower painting,Impressionism,Water Lilies,89352.jpg,1900-1919,1940-1959,1900-1919,1940-1959,1920-1939,1940-1959,False,True,False,False,False,False
6642,Juan Gris,1926,portrait,Cubism,The Reader,30914.jpg,1920-1939,1940-1959,1920-1939,1960-1979,1920-1939,1960-1979,False,True,False,True,False,False
6643,Wilhelm Leibl,1869,portrait,Realism,Die junge Pariserin (Die Kokotte),98972.jpg,1860-1879,1900-1919,1940-1959,1880-1899,1900-1919,1860-1879,False,False,False,False,True,False
6644,Henri Rousseau,1893,portrait,Naïve Art (Primitivism),Marshal des Logis Frumence Biche of the 35th Artillery,78470.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1900-1919,1860-1879,True,False,True,False,False,False
6645,Armand Guillaumin,1873,landscape,Impressionism,Sunset at Ivry (Soleil couchant à Ivry),74603.jpg,1860-1879,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,False,False,False,False,False,False
6646,Edgar Degas,1902,genre painting,Impressionism,Dancer arranging her hair,84835.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,False,True,True,False,False,False
6647,Felix Labisse,1954,symbolic painting,Surrealism,Le soleil du dimanche,25436.jpg,1940-1959,1960-1979,1940-1959,1940-1959,1920-1939,1920-1939,False,True,True,False,False,False
6648,Suzanne Valadon,1922,nude painting (nu),Post-Impressionism,Nude with a Striped Blanket,22197.jpg,1920-1939,1880-1899,1920-1939,1920-1939,1920-1939,1940-1959,False,True,True,True,False,False
6649,Max Bill,1965,abstract,Concretism,Konzentration von elementarfarben,10546.jpg,1960-1979,1960-1979,1960-1979,1940-1959,1940-1959,1960-1979,True,True,False,False,True,False
6650,Grant Wood,1940,genre painting,Regionalism,Family Doctor,64593.jpg,1940-1959,1920-1939,1920-1939,1920-1939,1920-1939,1940-1959,False,False,False,False,True,False
6651,Max Ernst,1934,illustration,Surrealism,"Illustration to ""A Week of Kindness""",58514.jpg,1920-1939,1920-1939,1900-1919,1920-1939,1920-1939,1900-1919,True,False,True,True,False,False
6652,William Merritt Chase,1910,portrait,Impressionism,Miss Mary Margaret Sweeny,54466.jpg,1900-1919,1860-1879,1860-1879,1880-1899,1900-1919,1900-1919,False,False,False,True,True,False
6653,Yasuo Kuniyoshi,1933,still life,Expressionism,Three Peaches ,82358.jpg,1920-1939,1940-1959,1900-1919,1900-1919,1860-1879,1960-1979,False,False,False,False,False,False
6654,Wyndham Lewis,1915,abstract,Futurism,Vorticist Composition,73664.jpg,1900-1919,1920-1939,1900-1919,1900-1919,1900-1919,1920-1939,False,True,True,True,False,False
6655,Ivan Shishkin,1872,landscape,Realism,Pine Forest in Viatka Province,27115.jpg,1860-1879,1860-1879,1900-1919,1880-1899,1880-1899,1860-1879,True,False,False,False,True,False
6656,Vasily Polenov,1909,religious painting,Realism,Has been in desert,13431.jpg,1900-1919,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,False,True,False,False,False,False
6657,David Kakabadze,1927,cityscape,Cubism,Industry,74370.jpg,1920-1939,1920-1939,1920-1939,1940-1959,1900-1919,1920-1939,True,True,False,False,True,False
6658,Jules Breton,1884,genre painting,Realism,The Communicants ,13661.jpg,1880-1899,1880-1899,1880-1899,1860-1879,1880-1899,1860-1879,True,True,False,True,False,False
6659,Grigoriy Myasoyedov,1873,history painting,Realism,Reading of the 1861 Manifesto,78039.jpg,1860-1879,1860-1879,1920-1939,1880-1899,1860-1879,1860-1879,True,False,False,True,True,False
6660,Niko Pirosmani,1906,portrait,Naïve Art (Primitivism),Man with a horn for drinking wine (Portrait of Meliton Chkheidze),93522.jpg,1900-1919,1920-1939,1940-1959,1900-1919,1900-1919,1960-1979,False,False,True,True,False,False
6661,Sergey Solomko,1904,mythological painting,Art Nouveau (Modern),Mermaid and faun,64026.jpg,1900-1919,1860-1879,1900-1919,1880-1899,1920-1939,1860-1879,False,True,False,False,False,False
6662,Claude Monet,1879,landscape,Impressionism,Vetheuil,16139.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1900-1919,1880-1899,False,False,False,False,False,False
6663,Vasily Surikov,1874,genre painting,Realism,On Nevsky Prospekt at night,60880.jpg,1860-1879,1920-1939,1900-1919,1920-1939,1880-1899,1880-1899,False,False,False,False,False,False
6664,Theophile Steinlen,1900,illustration,Realism,Proletarians ,18949.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1880-1899,1880-1899,True,True,True,False,False,False
6665,Camille Pissarro,1875,genre painting,Impressionism,"The Sower, Montfoucault",23459.jpg,1860-1879,1880-1899,1880-1899,1880-1899,1880-1899,1880-1899,False,False,False,False,False,False
6666,James McNeill Whistler,1871,portrait,Impressionism,The Blue Dress,88029.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,False,False,False,False,False,False
6667,Henri de Toulouse-Lautrec,1893,sketch and study,Post-Impressionism,La Macarona in Riding Habit,67842.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1860-1879,1900-1919,False,False,True,False,False,False
6668,Victor Brauner,1958,portrait,Surrealism,The Boyar,22936.jpg,1940-1959,1900-1919,1920-1939,1940-1959,1920-1939,1960-1979,False,False,True,False,False,False
6669,Alfred Sisley,1880,landscape,Impressionism,Street Entering the Village,22494.jpg,1880-1899,1860-1879,1980-1999,1860-1879,1860-1879,1880-1899,False,False,False,False,True,False
6670,Marcel Duchamp,1946,design,Conceptual Art,"Cover for ""Young Cherry Trees Secured Against Hares""",13598.jpg,1940-1959,1900-1919,1880-1899,1860-1879,1900-1919,1900-1919,False,False,False,False,False,False
6671,Pierre-Auguste Renoir,1878,flower painting,Impressionism,Peonies,98574.jpg,1860-1879,1880-1899,1980-1999,1880-1899,1900-1919,1860-1879,False,False,False,False,True,False
6672,Cy Twombly,1951,abstract,Abstract Expressionism,Min-Oe,37671.jpg,1940-1959,1880-1899,1900-1919,1960-1979,1960-1979,1900-1919,False,False,False,False,False,False
6673,Konstantin Somov,1901,sketch and study,Symbolism,Sketch of the Illustrations to Gogol's 'Nevsky Prospect',49736.jpg,1900-1919,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,False,True,False,False,False,False
6674,Charles M. Russell,1914,genre painting,Romanticism,The Slick Ear ,11169.jpg,1900-1919,1860-1879,1900-1919,1900-1919,1900-1919,1860-1879,False,True,True,True,False,False
6675,Pyotr Konchalovsky,1941,portrait,Realism,Portrait of Constantin Andreyevich Trenev,40554.jpg,1940-1959,1920-1939,1900-1919,1900-1919,1900-1919,1900-1919,False,False,False,False,False,False
6676,Peder Severin Kroyer,1891,genre painting,Impressionism,Marie and Her Mother in the Garden,80516.jpg,1880-1899,1880-1899,1900-1919,1900-1919,1880-1899,1860-1879,True,False,False,True,False,False
6677,Henri de Toulouse-Lautrec,1895,genre painting,Post-Impressionism,Booth of La Goulue at the Foire du Trone (Dance at the Moulin Rouge),3707.jpg,1880-1899,1860-1879,1980-1999,1880-1899,1900-1919,1880-1899,False,False,True,False,True,False
6678,Evelyne Axell,1962,self-portrait,Pop Art,Autoportrait à l’oiseau vert ou Femme à l’oiseau vert,56277.jpg,1960-1979,1960-1979,1920-1939,1960-1979,1960-1979,1960-1979,True,False,True,True,True,False
6679,Odilon Redon,1903,portrait,Symbolism,Woman with Pillar of Flowers,37701.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1880-1899,1880-1899,False,True,True,False,False,False
6680,Maurice de Vlaminck,1908,landscape,Post-Impressionism,Poplars,38459.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1900-1919,1860-1879,True,True,True,True,False,False
6681,(On the Seine) ,1928,landscape,Expressionism,"Landscape, Paris",53500.jpg,1920-1939,1880-1899,1900-1919,1920-1939,1880-1899,1860-1879,False,False,True,False,False,False
6682,Gustav Klimt,1909,allegorical painting,Art Nouveau (Modern),Expectation,64512.jpg,1900-1919,1900-1919,1980-1999,1920-1939,1920-1939,1940-1959,True,False,False,False,False,False
6683,Ferdinand Hodler,1903,landscape,Art Nouveau (Modern),View of the Horn of Fromberg from Reichenbach,66809.jpg,1900-1919,1880-1899,1900-1919,1900-1919,1900-1919,1900-1919,False,True,True,True,True,False
6684,Thomas Eakins,1880,religious painting,Realism,The Crucifixion,72090.jpg,1880-1899,1880-1899,1880-1899,1860-1879,1900-1919,1880-1899,True,True,False,False,True,False
6685,Boris Kustodiev,1924,sketch and study,Realism,Dried fish Merchant,57160.jpg,1920-1939,1900-1919,1900-1919,1880-1899,1900-1919,1900-1919,False,False,False,False,False,False
6686,Boris Kustodiev,1904,portrait,Realism,Portrait of sculptor N.L. Aronson,42168.jpg,1900-1919,1880-1899,1860-1879,1860-1879,1880-1899,1860-1879,False,False,False,False,False,False
6687,Hasui Kawase,1947,cityscape,Shin-hanga,Bell Tower in the Rain at Okuyama,48011.jpg,1940-1959,1920-1939,1900-1919,1920-1939,1940-1959,1920-1939,False,False,False,True,False,False
6688,Vincent van Gogh,1881,sketch and study,Realism,Road with Pollard Willows and Man with Broom,54410.jpg,1880-1899,1900-1919,1860-1879,1920-1939,1860-1879,1940-1959,False,False,False,False,False,False
6689,Paul Gauguin,1881,self-portrait,Impressionism,"Interior of the Painter's House, rue Carcel",69842.jpg,1880-1899,1900-1919,1900-1919,1900-1919,1900-1919,1860-1879,False,False,False,False,False,False
6690,Marc Chagall,1967,portrait,Naïve Art (Primitivism),The Blue Face ,55709.jpg,1960-1979,1960-1979,1900-1919,1940-1959,1940-1959,1900-1919,True,False,False,False,False,False
6691,Julius LeBlanc Stewart,1888,genre painting,Realism,Ladies with a Gentleman in a Top Hat,45299.jpg,1880-1899,1860-1879,1900-1919,1880-1899,1880-1899,1900-1919,False,False,True,True,False,False
6692,Konstantin Yuon,1910,still life,Post-Impressionism,The Intime World,28308.jpg,1900-1919,1920-1939,1900-1919,1940-1959,1920-1939,1920-1939,False,True,False,False,False,False
6693,T. C. Steele,1891,portrait,Impressionism,Portrait of Daisy,48220.jpg,1880-1899,1880-1899,1860-1879,1860-1879,1900-1919,1920-1939,True,False,False,False,False,False
6694,Istvan Ilosvai Varga,1947,cityscape,Expressionism,Pink Image,91819.jpg,1940-1959,1940-1959,1980-1999,1940-1959,1920-1939,1940-1959,True,False,True,False,True,False
6695,Theophile Steinlen,1915,sketch and study,Realism,Sous la Botte ,79377.jpg,1900-1919,1900-1919,1900-1919,1920-1939,1900-1919,1940-1959,True,True,False,True,False,False
6696,Alfred Wallis,1928,marina,Naïve Art (Primitivism),Seven Boats Entering Harbour ,29415.jpg,1920-1939,1960-1979,1960-1979,1900-1919,1900-1919,1920-1939,False,False,False,False,True,False
6697,Clarence Holbrook Carter,1969,abstract,Abstract Expressionism,Icon Pyrophorous ,67100.jpg,1960-1979,1960-1979,1960-1979,1960-1979,1920-1939,1960-1979,True,True,True,False,True,False
6698,Gustave Caillebotte,1888,landscape,Impressionism,The Plain of Gennevilliers from the Hills of Argenteuil,48118.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
6699,Marianne North,1876,still life,Naturalism,"Durian Fruit from a Large Tree, Sarawak, Borneo",82071.jpg,1860-1879,1940-1959,1900-1919,1940-1959,1920-1939,1900-1919,False,False,False,False,False,False
6700,Konstantin Korovin,1914,battle painting,Impressionism,Polovtsian camp ,70568.jpg,1900-1919,1900-1919,1900-1919,1900-1919,1860-1879,1980-1999,True,True,True,False,False,False
6701,Archibald Thorburn,1927,wildlife painting,Naturalism,Ptarmigan Seeking Shelter,80290.jpg,1920-1939,1880-1899,1880-1899,1920-1939,1900-1919,1860-1879,False,False,True,False,False,False
6702,Martiros Saryan,1914,flower painting,Expressionism,Flowers of Kalaki,98704.jpg,1900-1919,1900-1919,1980-1999,1940-1959,1920-1939,1940-1959,True,False,False,False,False,False
6703,Ivan Kramskoy,1876,portrait,Realism,"Dmitry Grigorovich, a Russian writer",21142.jpg,1860-1879,1860-1879,1860-1879,1860-1879,1880-1899,1880-1899,True,True,True,False,False,False
6704,James Ensor,1876,landscape,Impressionism,"The Bathing Hut. Afternoon, July 29, 1876",18947.jpg,1860-1879,1880-1899,1860-1879,1880-1899,1900-1919,1900-1919,False,True,False,False,False,False
6705,Henri de Toulouse-Lautrec,1894,sketch and study,Post-Impressionism,Two Half Naked Women Seen from Behind in the Rue des Moulins Brothel,12855.jpg,1880-1899,1880-1899,1900-1919,1880-1899,1880-1899,1880-1899,True,False,True,True,True,False
6706,Edgar Degas,1869,cloudscape,Impressionism,Sky Study,85959.jpg,1860-1879,1880-1899,1900-1919,1880-1899,1880-1899,1900-1919,False,False,False,False,False,False
6707,John Singer Sargent,1910,landscape,Impressionism,Villa de Marlia. A Fountain,28200.jpg,1900-1919,1860-1879,1900-1919,1900-1919,1900-1919,1860-1879,False,True,True,True,False,False
